"id","amount","length","frequency","grade"
6138,250000,6,"Catorcenal","E"
6139,105000,6,"Mensual","D"
6140,120000,18,"Mensual","F"
6141,125000,12,"Catorcenal","E"
6142,90000,18,"Mensual","F"
6143,115000,18,"Semanal","F"
6144,215000,18,"Mensual","A"
6145,135000,18,"Mensual","E"
6146,170000,18,"Semanal","F"
6147,250000,18,"Mensual","A"
6148,150000,18,"Mensual","D"
6149,170000,18,"Mensual","C"
6150,220000,6,"Mensual","D"
6151,250000,18,"Catorcenal","F"
6152,225000,18,"Mensual","D"
6153,95000,18,"Mensual","F"
6154,175000,6,"Mensual","F"
6155,205000,18,"Mensual","A"
6156,250000,6,"Mensual","D"
6157,185000,12,"Catorcenal","F"
6158,95000,18,"Mensual","B"
6159,205000,6,"Mensual","D"
6160,50000,6,"Mensual","C"
6161,105000,18,"Mensual","E"
6162,125000,6,"Mensual","E"
6163,180000,18,"Mensual","E"
6164,1e+05,12,"Catorcenal","C"
6165,105000,18,"Mensual","D"
6166,250000,12,"Semanal","D"
6167,125000,6,"Mensual","F"
6168,70000,18,"Mensual","D"
6169,65000,12,"Mensual","E"
6170,160000,6,"Catorcenal","D"
6171,235000,18,"Mensual","C"
6172,155000,18,"Catorcenal","E"
6173,105000,12,"Mensual","E"
6174,125000,6,"Mensual","C"
6175,250000,18,"Semanal","B"
6176,155000,18,"Catorcenal","E"
6177,175000,18,"Mensual","E"
6178,85000,18,"Mensual","C"
6179,190000,12,"Mensual","F"
6180,155000,12,"Mensual","E"
6181,155000,12,"Catorcenal","F"
6182,60000,18,"Mensual","F"
6183,50000,18,"Mensual","E"
6184,230000,18,"Catorcenal","E"
6185,205000,18,"Semanal","F"
6186,180000,18,"Mensual","B"
6187,80000,18,"Semanal","E"
6188,250000,18,"Mensual","B"
6189,145000,18,"Mensual","E"
6190,245000,18,"Mensual","F"
6191,185000,18,"Mensual","F"
6192,85000,18,"Catorcenal","C"
6193,170000,18,"Mensual","C"
6194,125000,12,"Mensual","E"
6195,2e+05,18,"Mensual","C"
6196,95000,12,"Mensual","C"
6197,205000,18,"Mensual","E"
6198,50000,18,"Mensual","E"
6199,220000,18,"Mensual","F"
6200,165000,18,"Mensual","E"
6201,235000,12,"Semanal","F"
6202,50000,18,"Semanal","D"
6203,110000,6,"Semanal","F"
6204,185000,12,"Mensual","E"
6205,250000,12,"Mensual","E"
6206,165000,6,"Mensual","C"
6207,50000,18,"Mensual","E"
6208,50000,18,"Mensual","D"
6209,245000,18,"Semanal","F"
6210,235000,12,"Mensual","A"
6211,250000,18,"Mensual","E"
6212,160000,18,"Catorcenal","E"
6213,165000,12,"Mensual","C"
6214,135000,18,"Mensual","E"
6215,50000,18,"Semanal","A"
6216,130000,18,"Catorcenal","A"
6217,135000,12,"Mensual","C"
6218,145000,6,"Mensual","E"
6219,120000,18,"Mensual","E"
6220,1e+05,6,"Catorcenal","C"
6221,50000,18,"Mensual","C"
6222,250000,18,"Mensual","D"
6223,155000,18,"Catorcenal","F"
6224,170000,6,"Semanal","E"
6225,115000,18,"Mensual","F"
6226,250000,18,"Mensual","A"
6227,250000,18,"Catorcenal","A"
6228,235000,12,"Mensual","E"
6229,120000,18,"Mensual","C"
6230,130000,18,"Semanal","A"
6231,230000,12,"Mensual","D"
6232,250000,18,"Mensual","E"
6233,115000,6,"Catorcenal","B"
6234,250000,18,"Mensual","A"
6235,1e+05,18,"Mensual","F"
6236,80000,18,"Mensual","D"
6237,160000,18,"Mensual","C"
6238,230000,12,"Semanal","C"
6239,85000,18,"Catorcenal","D"
6240,195000,18,"Semanal","C"
6241,125000,12,"Mensual","B"
6242,250000,12,"Mensual","E"
6243,135000,6,"Mensual","E"
6244,55000,6,"Mensual","E"
6245,235000,12,"Mensual","E"
6246,80000,18,"Semanal","D"
6247,95000,18,"Mensual","D"
6248,210000,6,"Mensual","C"
6249,105000,6,"Mensual","D"
6250,135000,12,"Mensual","D"
6251,120000,12,"Catorcenal","B"
6252,125000,6,"Mensual","D"
6253,250000,12,"Mensual","E"
6254,50000,6,"Mensual","D"
6255,205000,18,"Mensual","E"
6256,60000,18,"Semanal","F"
6257,215000,18,"Mensual","E"
6258,240000,18,"Mensual","E"
6259,190000,18,"Catorcenal","F"
6260,1e+05,12,"Mensual","D"
6261,80000,12,"Mensual","F"
6262,220000,6,"Mensual","A"
6263,90000,6,"Semanal","E"
6264,240000,12,"Mensual","D"
6265,85000,18,"Mensual","E"
6266,85000,18,"Catorcenal","D"
6267,170000,12,"Mensual","F"
6268,210000,18,"Mensual","E"
6269,2e+05,18,"Catorcenal","E"
6270,250000,18,"Catorcenal","B"
6271,55000,12,"Catorcenal","D"
6272,115000,18,"Semanal","D"
6273,180000,18,"Mensual","B"
6274,250000,12,"Mensual","E"
6275,150000,12,"Mensual","A"
6276,215000,18,"Catorcenal","C"
6277,250000,18,"Mensual","B"
6278,115000,6,"Semanal","E"
6279,220000,18,"Mensual","E"
6280,230000,18,"Mensual","F"
6281,50000,18,"Catorcenal","D"
6282,210000,18,"Semanal","F"
6283,250000,12,"Mensual","C"
6284,165000,6,"Mensual","D"
6285,55000,6,"Mensual","D"
6286,50000,18,"Mensual","D"
6287,250000,12,"Semanal","C"
6288,225000,6,"Mensual","A"
6289,95000,18,"Mensual","E"
6290,180000,12,"Catorcenal","C"
6291,230000,18,"Mensual","E"
6292,110000,18,"Mensual","F"
6293,120000,18,"Catorcenal","D"
6294,50000,18,"Mensual","C"
6295,105000,18,"Mensual","C"
6296,155000,12,"Catorcenal","F"
6297,240000,6,"Mensual","C"
6298,250000,18,"Semanal","D"
6299,145000,18,"Semanal","E"
6300,145000,18,"Catorcenal","E"
6301,70000,18,"Mensual","D"
6302,250000,18,"Mensual","E"
6303,150000,18,"Catorcenal","F"
6304,185000,18,"Mensual","E"
6305,90000,12,"Mensual","D"
6306,1e+05,18,"Mensual","D"
6307,230000,18,"Mensual","D"
6308,250000,12,"Mensual","E"
6309,240000,18,"Mensual","E"
6310,95000,12,"Mensual","C"
6311,250000,18,"Mensual","E"
6312,125000,12,"Mensual","E"
6313,165000,18,"Mensual","E"
6314,55000,6,"Mensual","D"
6315,90000,18,"Catorcenal","F"
6316,50000,12,"Semanal","D"
6317,125000,18,"Mensual","D"
6318,210000,6,"Mensual","D"
6319,155000,18,"Catorcenal","C"
6320,160000,18,"Mensual","C"
6321,235000,18,"Catorcenal","D"
6322,170000,18,"Semanal","F"
6323,110000,6,"Mensual","B"
6324,50000,18,"Mensual","F"
6325,185000,18,"Mensual","C"
6326,220000,18,"Mensual","F"
6327,220000,18,"Mensual","D"
6328,125000,18,"Mensual","C"
6329,110000,6,"Catorcenal","E"
6330,170000,6,"Mensual","E"
6331,105000,18,"Mensual","D"
6332,155000,6,"Mensual","D"
6333,145000,18,"Catorcenal","B"
6334,55000,18,"Mensual","C"
6335,1e+05,18,"Catorcenal","E"
6336,175000,18,"Mensual","B"
6337,235000,18,"Mensual","A"
6338,195000,18,"Semanal","E"
6339,230000,6,"Mensual","D"
6340,215000,18,"Mensual","E"
6341,250000,18,"Mensual","A"
6342,75000,18,"Mensual","E"
6343,2e+05,12,"Mensual","D"
6344,2e+05,12,"Mensual","D"
6345,175000,18,"Catorcenal","F"
6346,80000,12,"Mensual","D"
6347,175000,18,"Mensual","D"
6348,140000,12,"Mensual","D"
6349,130000,6,"Mensual","D"
6350,80000,18,"Semanal","D"
6351,250000,18,"Mensual","C"
6352,2e+05,18,"Catorcenal","E"
6353,125000,18,"Mensual","D"
6354,70000,18,"Mensual","D"
6355,250000,12,"Mensual","E"
6356,50000,12,"Mensual","E"
6357,145000,18,"Catorcenal","E"
6358,170000,6,"Mensual","E"
6359,250000,6,"Mensual","B"
6360,155000,18,"Mensual","F"
6361,150000,12,"Mensual","D"
6362,130000,12,"Semanal","C"
6363,80000,18,"Semanal","F"
6364,250000,18,"Mensual","D"
6365,170000,18,"Mensual","D"
6366,165000,18,"Mensual","F"
6367,115000,6,"Mensual","A"
6368,240000,18,"Mensual","E"
6369,175000,6,"Mensual","E"
6370,160000,6,"Mensual","F"
6371,115000,18,"Mensual","A"
6372,175000,6,"Mensual","D"
6373,250000,12,"Catorcenal","F"
6374,210000,18,"Mensual","A"
6375,50000,18,"Mensual","F"
6376,150000,18,"Catorcenal","B"
6377,205000,6,"Mensual","E"
6378,55000,12,"Mensual","E"
6379,125000,12,"Semanal","C"
6380,235000,12,"Mensual","D"
6381,1e+05,18,"Mensual","F"
6382,50000,18,"Mensual","E"
6383,225000,12,"Semanal","D"
6384,185000,12,"Mensual","D"
6385,145000,18,"Mensual","D"
6386,180000,12,"Mensual","E"
6387,85000,18,"Catorcenal","E"
6388,250000,18,"Mensual","F"
6389,50000,12,"Catorcenal","D"
6390,140000,6,"Mensual","F"
6391,210000,12,"Mensual","F"
6392,50000,18,"Semanal","B"
6393,95000,18,"Mensual","E"
6394,85000,12,"Semanal","F"
6395,220000,18,"Mensual","F"
6396,145000,6,"Mensual","C"
6397,180000,12,"Mensual","B"
6398,130000,18,"Mensual","D"
6399,180000,18,"Semanal","A"
6400,250000,12,"Mensual","D"
6401,55000,18,"Mensual","D"
6402,120000,18,"Mensual","C"
6403,120000,12,"Semanal","D"
6404,50000,12,"Mensual","C"
6405,105000,12,"Mensual","C"
6406,220000,18,"Mensual","C"
6407,165000,18,"Catorcenal","E"
6408,140000,12,"Mensual","B"
6409,115000,18,"Mensual","B"
6410,190000,6,"Catorcenal","B"
6411,135000,6,"Catorcenal","E"
6412,195000,18,"Semanal","E"
6413,145000,18,"Mensual","E"
6414,220000,18,"Mensual","C"
6415,160000,18,"Semanal","C"
6416,120000,18,"Semanal","B"
6417,250000,12,"Catorcenal","E"
6418,90000,12,"Mensual","F"
6419,110000,18,"Catorcenal","D"
6420,160000,18,"Mensual","D"
6421,250000,12,"Mensual","E"
6422,215000,18,"Mensual","B"
6423,160000,18,"Mensual","D"
6424,250000,18,"Semanal","A"
6425,220000,18,"Mensual","F"
6426,50000,18,"Semanal","E"
6427,145000,18,"Semanal","C"
6428,230000,18,"Catorcenal","D"
6429,75000,12,"Semanal","F"
6430,165000,6,"Mensual","D"
6431,250000,18,"Mensual","C"
6432,250000,6,"Mensual","C"
6433,130000,18,"Mensual","E"
6434,175000,12,"Mensual","C"
6435,125000,18,"Mensual","F"
6436,250000,6,"Mensual","B"
6437,140000,12,"Mensual","E"
6438,150000,18,"Mensual","C"
6439,140000,18,"Catorcenal","F"
6440,185000,12,"Mensual","E"
6441,155000,18,"Mensual","D"
6442,95000,18,"Mensual","D"
6443,110000,12,"Semanal","B"
6444,150000,12,"Mensual","E"
6445,160000,12,"Mensual","C"
6446,50000,18,"Catorcenal","F"
6447,250000,6,"Mensual","B"
6448,240000,12,"Semanal","C"
6449,145000,12,"Mensual","C"
6450,230000,6,"Catorcenal","E"
6451,205000,18,"Mensual","B"
6452,225000,18,"Catorcenal","C"
6453,250000,18,"Mensual","A"
6454,85000,18,"Mensual","F"
6455,240000,18,"Mensual","E"
6456,50000,18,"Mensual","C"
6457,250000,18,"Mensual","E"
6458,195000,18,"Mensual","E"
6459,115000,6,"Mensual","C"
6460,2e+05,18,"Mensual","E"
6461,245000,18,"Catorcenal","E"
6462,195000,18,"Catorcenal","F"
6463,2e+05,12,"Mensual","D"
6464,250000,18,"Catorcenal","F"
6465,1e+05,6,"Catorcenal","C"
6466,120000,18,"Semanal","D"
6467,55000,18,"Catorcenal","D"
6468,185000,6,"Mensual","A"
6469,165000,12,"Mensual","D"
6470,240000,6,"Mensual","F"
6471,75000,6,"Mensual","F"
6472,245000,18,"Semanal","D"
6473,170000,12,"Mensual","C"
6474,175000,18,"Mensual","D"
6475,90000,6,"Mensual","F"
6476,165000,12,"Mensual","F"
6477,210000,12,"Mensual","C"
6478,2e+05,12,"Mensual","E"
6479,60000,12,"Mensual","C"
6480,240000,18,"Mensual","A"
6481,80000,6,"Mensual","A"
6482,95000,12,"Mensual","C"
6483,250000,18,"Mensual","E"
6484,50000,12,"Semanal","E"
6485,155000,6,"Mensual","B"
6486,115000,6,"Semanal","A"
6487,105000,12,"Catorcenal","C"
6488,50000,18,"Mensual","D"
6489,190000,18,"Mensual","D"
6490,250000,12,"Mensual","F"
6491,110000,12,"Catorcenal","F"
6492,65000,18,"Mensual","C"
6493,80000,18,"Mensual","D"
6494,85000,18,"Semanal","E"
6495,175000,18,"Mensual","A"
6496,250000,18,"Mensual","E"
6497,120000,12,"Mensual","D"
6498,205000,12,"Catorcenal","F"
6499,2e+05,6,"Semanal","D"
6500,135000,18,"Mensual","E"
6501,50000,18,"Catorcenal","C"
6502,250000,18,"Mensual","E"
6503,60000,18,"Mensual","B"
6504,175000,6,"Mensual","C"
6505,150000,12,"Mensual","E"
6506,250000,18,"Mensual","E"
6507,145000,18,"Mensual","F"
6508,170000,18,"Mensual","F"
6509,185000,18,"Catorcenal","E"
6510,165000,12,"Mensual","E"
6511,170000,12,"Mensual","C"
6512,155000,18,"Mensual","D"
6513,145000,12,"Mensual","D"
6514,250000,12,"Mensual","C"
6515,190000,18,"Mensual","F"
6516,220000,18,"Mensual","F"
6517,140000,12,"Mensual","D"
6518,245000,18,"Mensual","B"
6519,110000,18,"Semanal","E"
6520,220000,18,"Mensual","C"
6521,250000,18,"Mensual","D"
6522,105000,18,"Mensual","F"
6523,60000,18,"Semanal","B"
6524,195000,12,"Catorcenal","D"
6525,230000,12,"Mensual","F"
6526,50000,6,"Mensual","C"
6527,215000,18,"Mensual","F"
6528,130000,12,"Mensual","C"
6529,140000,12,"Mensual","D"
6530,90000,18,"Semanal","E"
6531,175000,18,"Semanal","E"
6532,150000,6,"Mensual","C"
6533,90000,18,"Mensual","C"
6534,250000,18,"Mensual","D"
6535,165000,6,"Catorcenal","C"
6536,185000,12,"Mensual","A"
6537,215000,18,"Catorcenal","C"
6538,250000,18,"Mensual","C"
6539,50000,18,"Mensual","F"
6540,250000,18,"Mensual","E"
6541,85000,18,"Semanal","E"
6542,160000,18,"Mensual","D"
6543,250000,18,"Mensual","A"
6544,180000,12,"Mensual","E"
6545,215000,18,"Mensual","D"
6546,150000,6,"Mensual","D"
6547,115000,18,"Mensual","C"
6548,70000,6,"Mensual","E"
6549,180000,18,"Mensual","D"
6550,235000,12,"Semanal","F"
6551,150000,18,"Mensual","D"
6552,80000,18,"Mensual","C"
6553,235000,18,"Mensual","D"
6554,1e+05,18,"Mensual","D"
6555,250000,12,"Semanal","A"
6556,190000,6,"Mensual","A"
6557,115000,18,"Semanal","C"
6558,50000,12,"Semanal","E"
6559,165000,18,"Mensual","E"
6560,250000,12,"Semanal","E"
6561,2e+05,18,"Mensual","F"
6562,50000,12,"Catorcenal","D"
6563,170000,18,"Catorcenal","D"
6564,185000,18,"Mensual","C"
6565,160000,12,"Mensual","E"
6566,185000,18,"Catorcenal","D"
6567,80000,18,"Mensual","F"
6568,115000,18,"Mensual","E"
6569,125000,18,"Mensual","D"
6570,170000,12,"Mensual","F"
6571,65000,18,"Mensual","D"
6572,55000,18,"Mensual","C"
6573,75000,18,"Mensual","B"
6574,215000,12,"Mensual","B"
6575,110000,18,"Mensual","E"
6576,220000,6,"Mensual","E"
6577,250000,12,"Catorcenal","C"
6578,60000,18,"Catorcenal","E"
6579,90000,18,"Catorcenal","E"
6580,250000,18,"Semanal","E"
6581,155000,6,"Mensual","D"
6582,155000,6,"Mensual","C"
6583,180000,18,"Semanal","C"
6584,130000,18,"Mensual","E"
6585,215000,18,"Mensual","D"
6586,250000,18,"Catorcenal","F"
6587,155000,12,"Mensual","E"
6588,1e+05,18,"Mensual","F"
6589,235000,18,"Catorcenal","D"
6590,135000,18,"Mensual","F"
6591,195000,18,"Catorcenal","F"
6592,220000,12,"Mensual","F"
6593,165000,18,"Mensual","B"
6594,205000,18,"Semanal","D"
6595,175000,18,"Mensual","A"
6596,180000,12,"Mensual","C"
6597,80000,6,"Mensual","E"
6598,180000,6,"Mensual","C"
6599,205000,12,"Semanal","C"
6600,165000,12,"Catorcenal","E"
6601,50000,18,"Semanal","A"
6602,145000,18,"Mensual","F"
6603,175000,18,"Mensual","E"
6604,2e+05,18,"Mensual","A"
6605,50000,12,"Mensual","A"
6606,250000,12,"Catorcenal","F"
6607,95000,18,"Mensual","E"
6608,215000,6,"Mensual","D"
6609,130000,18,"Catorcenal","F"
6610,135000,12,"Semanal","E"
6611,135000,18,"Mensual","E"
6612,230000,18,"Semanal","E"
6613,170000,12,"Mensual","E"
6614,80000,12,"Mensual","D"
6615,165000,18,"Mensual","A"
6616,150000,12,"Mensual","B"
6617,250000,18,"Semanal","C"
6618,250000,6,"Mensual","C"
6619,210000,6,"Mensual","E"
6620,250000,6,"Mensual","C"
6621,175000,12,"Mensual","C"
6622,120000,18,"Mensual","D"
6623,125000,18,"Semanal","F"
6624,135000,18,"Mensual","D"
6625,130000,18,"Mensual","E"
6626,120000,12,"Mensual","D"
6627,215000,18,"Catorcenal","E"
6628,230000,12,"Mensual","A"
6629,220000,18,"Mensual","E"
6630,230000,12,"Catorcenal","C"
6631,230000,6,"Mensual","A"
6632,240000,18,"Mensual","E"
6633,220000,18,"Mensual","E"
6634,220000,18,"Catorcenal","E"
6635,115000,18,"Mensual","E"
6636,155000,18,"Mensual","D"
6637,215000,18,"Mensual","E"
6638,85000,18,"Mensual","A"
6639,170000,12,"Semanal","F"
6640,195000,6,"Mensual","D"
6641,215000,6,"Mensual","B"
6642,220000,18,"Mensual","F"
6643,250000,12,"Catorcenal","F"
6644,250000,12,"Semanal","E"
6645,85000,12,"Mensual","D"
6646,250000,6,"Mensual","E"
6647,2e+05,18,"Mensual","E"
6648,2e+05,18,"Mensual","A"
6649,250000,6,"Mensual","F"
6650,110000,18,"Mensual","C"
6651,150000,18,"Mensual","D"
6652,110000,12,"Mensual","E"
6653,245000,18,"Semanal","C"
6654,250000,18,"Semanal","D"
6655,250000,18,"Catorcenal","E"
6656,230000,6,"Mensual","C"
6657,180000,12,"Mensual","D"
6658,250000,18,"Mensual","E"
6659,140000,18,"Semanal","D"
6660,250000,18,"Catorcenal","C"
6661,250000,18,"Semanal","D"
6662,250000,12,"Mensual","F"
6663,240000,12,"Mensual","E"
6664,145000,18,"Mensual","E"
6665,195000,6,"Mensual","A"
6666,185000,18,"Mensual","E"
6667,180000,18,"Mensual","D"
6668,185000,12,"Mensual","C"
6669,140000,18,"Mensual","C"
6670,225000,18,"Mensual","A"
6671,215000,12,"Mensual","D"
6672,90000,12,"Catorcenal","E"
6673,250000,18,"Semanal","C"
6674,250000,18,"Semanal","E"
6675,250000,18,"Catorcenal","B"
6676,225000,12,"Mensual","C"
6677,250000,12,"Catorcenal","F"
6678,215000,12,"Mensual","F"
6679,215000,6,"Mensual","C"
6680,225000,18,"Mensual","C"
6681,145000,6,"Mensual","F"
6682,85000,18,"Mensual","E"
6683,80000,12,"Catorcenal","E"
6684,180000,12,"Mensual","E"
6685,160000,18,"Mensual","D"
6686,165000,18,"Catorcenal","E"
6687,150000,18,"Catorcenal","D"
6688,175000,18,"Mensual","E"
6689,175000,6,"Semanal","E"
6690,1e+05,12,"Mensual","D"
6691,115000,18,"Mensual","E"
6692,250000,12,"Mensual","E"
6693,180000,12,"Semanal","D"
6694,250000,6,"Mensual","C"
6695,50000,12,"Mensual","D"
6696,165000,18,"Semanal","E"
6697,235000,18,"Catorcenal","D"
6698,220000,6,"Mensual","C"
6699,60000,18,"Mensual","E"
6700,80000,18,"Mensual","F"
6701,50000,18,"Catorcenal","F"
6702,85000,18,"Mensual","E"
6703,105000,12,"Mensual","E"
6704,105000,18,"Mensual","D"
6705,140000,18,"Semanal","D"
6706,165000,18,"Catorcenal","E"
6707,55000,18,"Mensual","F"
6708,215000,18,"Catorcenal","E"
6709,155000,18,"Mensual","E"
6710,160000,12,"Catorcenal","C"
6711,85000,12,"Mensual","D"
6712,115000,6,"Mensual","E"
6713,185000,18,"Semanal","A"
6714,210000,18,"Mensual","F"
6715,210000,12,"Semanal","D"
6716,165000,18,"Catorcenal","F"
6717,2e+05,18,"Semanal","D"
6718,190000,12,"Mensual","C"
6719,190000,18,"Mensual","A"
6720,145000,6,"Mensual","F"
6721,135000,18,"Semanal","C"
6722,250000,18,"Mensual","F"
6723,240000,6,"Catorcenal","E"
6724,50000,18,"Mensual","F"
6725,85000,12,"Catorcenal","D"
6726,2e+05,18,"Semanal","F"
6727,125000,18,"Mensual","F"
6728,220000,18,"Mensual","E"
6729,175000,18,"Semanal","F"
6730,180000,6,"Mensual","C"
6731,75000,6,"Mensual","C"
6732,60000,18,"Mensual","D"
6733,205000,6,"Mensual","F"
6734,130000,18,"Mensual","D"
6735,150000,12,"Mensual","F"
6736,115000,18,"Mensual","F"
6737,50000,18,"Semanal","E"
6738,140000,18,"Mensual","B"
6739,110000,18,"Mensual","D"
6740,125000,18,"Semanal","D"
6741,115000,18,"Mensual","A"
6742,80000,6,"Mensual","E"
6743,2e+05,18,"Mensual","D"
6744,210000,18,"Mensual","B"
6745,190000,18,"Mensual","E"
6746,50000,18,"Mensual","C"
6747,250000,12,"Mensual","E"
6748,105000,12,"Mensual","E"
6749,2e+05,18,"Semanal","F"
6750,2e+05,18,"Mensual","A"
6751,1e+05,18,"Catorcenal","D"
6752,50000,12,"Catorcenal","C"
6753,175000,18,"Semanal","E"
6754,175000,18,"Mensual","E"
6755,225000,18,"Mensual","D"
6756,210000,6,"Mensual","E"
6757,205000,18,"Semanal","E"
6758,185000,18,"Mensual","E"
6759,215000,12,"Mensual","E"
6760,2e+05,18,"Semanal","C"
6761,195000,12,"Mensual","E"
6762,125000,18,"Mensual","C"
6763,50000,18,"Mensual","C"
6764,250000,6,"Mensual","E"
6765,150000,18,"Mensual","E"
6766,250000,18,"Mensual","E"
6767,85000,6,"Mensual","C"
6768,170000,18,"Catorcenal","F"
6769,250000,6,"Mensual","F"
6770,125000,12,"Mensual","F"
6771,1e+05,12,"Catorcenal","A"
6772,215000,6,"Mensual","F"
6773,160000,18,"Semanal","A"
6774,175000,6,"Semanal","A"
6775,145000,18,"Catorcenal","E"
6776,140000,18,"Mensual","E"
6777,80000,18,"Mensual","C"
6778,1e+05,18,"Mensual","E"
6779,95000,18,"Mensual","A"
6780,110000,18,"Mensual","E"
6781,245000,12,"Mensual","C"
6782,250000,18,"Mensual","B"
6783,250000,6,"Mensual","C"
6784,230000,12,"Mensual","A"
6785,250000,18,"Semanal","E"
6786,220000,18,"Catorcenal","D"
6787,150000,18,"Mensual","E"
6788,250000,18,"Catorcenal","D"
6789,95000,18,"Catorcenal","C"
6790,210000,12,"Semanal","C"
6791,90000,18,"Catorcenal","C"
6792,175000,18,"Mensual","F"
6793,165000,18,"Catorcenal","D"
6794,1e+05,18,"Mensual","D"
6795,125000,18,"Mensual","F"
6796,180000,18,"Semanal","D"
6797,145000,12,"Semanal","E"
6798,75000,18,"Mensual","D"
6799,250000,12,"Mensual","D"
6800,130000,6,"Semanal","E"
6801,75000,12,"Semanal","A"
6802,190000,18,"Mensual","F"
6803,225000,6,"Mensual","F"
6804,205000,18,"Semanal","F"
6805,250000,18,"Mensual","E"
6806,185000,12,"Mensual","B"
6807,155000,18,"Mensual","E"
6808,115000,18,"Mensual","F"
6809,140000,12,"Mensual","E"
6810,195000,18,"Semanal","C"
6811,195000,18,"Mensual","E"
6812,250000,18,"Mensual","B"
6813,185000,12,"Mensual","B"
6814,180000,18,"Mensual","B"
6815,220000,18,"Catorcenal","E"
6816,230000,12,"Mensual","B"
6817,125000,18,"Catorcenal","E"
6818,95000,18,"Mensual","C"
6819,190000,18,"Mensual","A"
6820,165000,18,"Catorcenal","A"
6821,105000,6,"Mensual","D"
6822,215000,18,"Catorcenal","D"
6823,160000,18,"Mensual","E"
6824,250000,18,"Catorcenal","C"
6825,250000,12,"Mensual","D"
6826,105000,12,"Semanal","D"
6827,165000,18,"Semanal","C"
6828,195000,18,"Mensual","E"
6829,195000,18,"Mensual","D"
6830,235000,18,"Mensual","E"
6831,95000,12,"Mensual","C"
6832,250000,6,"Semanal","C"
6833,185000,12,"Mensual","D"
6834,80000,18,"Semanal","F"
6835,150000,18,"Mensual","D"
6836,145000,18,"Mensual","E"
6837,95000,6,"Mensual","F"
6838,150000,12,"Mensual","E"
6839,60000,6,"Mensual","D"
6840,210000,18,"Semanal","A"
6841,245000,18,"Mensual","C"
6842,245000,18,"Mensual","E"
6843,110000,18,"Mensual","F"
6844,50000,12,"Mensual","E"
6845,250000,18,"Mensual","C"
6846,135000,12,"Mensual","E"
6847,80000,18,"Mensual","D"
6848,250000,18,"Mensual","F"
6849,165000,6,"Mensual","B"
6850,85000,18,"Catorcenal","D"
6851,2e+05,12,"Mensual","E"
6852,50000,12,"Mensual","E"
6853,50000,6,"Semanal","E"
6854,195000,18,"Mensual","E"
6855,250000,12,"Mensual","D"
6856,85000,18,"Mensual","D"
6857,110000,6,"Mensual","C"
6858,190000,18,"Catorcenal","F"
6859,185000,18,"Mensual","E"
6860,180000,12,"Mensual","D"
6861,50000,6,"Mensual","F"
6862,140000,18,"Semanal","A"
6863,50000,18,"Mensual","E"
6864,50000,12,"Mensual","E"
6865,225000,12,"Catorcenal","D"
6866,50000,6,"Mensual","D"
6867,120000,18,"Mensual","C"
6868,160000,6,"Semanal","F"
6869,215000,12,"Mensual","D"
6870,250000,12,"Mensual","F"
6871,250000,18,"Mensual","E"
6872,250000,18,"Semanal","F"
6873,250000,12,"Mensual","B"
6874,50000,18,"Semanal","E"
6875,120000,12,"Mensual","D"
6876,175000,18,"Mensual","D"
6877,175000,12,"Mensual","D"
6878,80000,18,"Semanal","D"
6879,115000,18,"Mensual","C"
6880,250000,18,"Mensual","D"
6881,120000,18,"Catorcenal","E"
6882,145000,6,"Mensual","E"
6883,180000,18,"Mensual","B"
